text,label
"As a reminder, JPMorgan remains the riskiest bank with the highest GSIB score of any bank and a 4.0% surcharge. https://t.co/8jTxnywzqM",0
Coronavirus reports hang over cruise line sector,0
"Dow up 25 points, or 0.1%; Nasdaq up 22 points, or 0.3%",1
50 $SPY PUTS DAYTRADE 4/6 $258P .36 AVG,0
$PRGO: Perrigo reports preliminary 1Q20 revenue above consensus estimate; does not modify full-year guidance https://t.co/2YcDQYw1D7,1
China’s Trade Likely Shrank in January Ahead of Holiday Shutdown,0
Euro off 0.1% at $1.0965,0
"Mimecast EPS beats by $0.02, beats on revenue",1
Casper ends first day of trade up 13%,1
"Ethiopia's wheat output jumped about 70% this decade, it has failed to keep pace with rising demand https://t.co/5tMw3cHYbu",1
Hedge Funds Are Dumping FutureFuel Corp. (FF),0
$ECONX: November Unemployment Rate 3.5% vs 3.6% https://t.co/M9gpUZQoF7 consensus https://t.co/p5wq6wH9wr,1
RECAP 4/7 -Neg Comments: $JBSS - Sidoti $AAON - Lakewood $FFIN - Lakewood $KNSL - Lakewood $RLI - Lakewood $THFF -… https://t.co/Wfe2aSGUwR,0
L3Harris started at buy with $280 stock price target at Benchmark,1
BJ's Wholesale Q3 EPS 40 cents vs. 39 cents a year ago,1
Hedge Funds Have Never Been This Bullish On Paramount Group Inc (PGRE),1
Pinduoduo stock rises after reports of Amazon store opening,1
$SLGG - Surge At Super League As Stay At Home Orders Go Coast To Coast. https://t.co/wkMU9OdCCF #business #stocks #stockmarket,1
$AMGN - Partial response in Amgen brain cancer study https://t.co/6sAXBkTCST,0
Why Aurora Cannabis Is Getting Hammered Today,0
Fed's Daly says US job market still has room to run https://t.co/nQOWWsXkh7,1
$OYST: Oyster Point Pharma reports positive top-line results from the Phase 1 ZEN Study https://t.co/3fKa6WS85r,1
Economic volatility is at a record low: Morning Brief,1
OPEC+ deal is much weaker than it looks,0
All these names are working. Buying $BZH $HOV,1
Lumber Liquidators +1.3% after guidance update,1
A Sliding Share Price Has Us Looking At RaySearch Laboratories AB (publ)'s (STO:RAY B) P/E Ratio,0
"Aethlon Medical EPS beats by $0.75, beats on revenue",1
"$MU $WDC - Bull sees 2020 upsides for MU, WDC https://t.co/65zGfs82xI",1
$INPX is gaining momentum......,1
$PLSQF - Plus500 rockets 40% as revenue soars nearly 500% in Q1 https://t.co/crEe69V9uS,1
Stock Market Update: Facebook seeing increased buying interest,1
$BPMX - BioPharmX EPS beats by $0.08 https://t.co/a24eRxnUtl,1
Aurora Cannabis Sinks on Bad News Dump Analysts Fear Won’t End,0
Hedge Funds Have Never Been This Bullish On Bluerock Residential Growth REIT Inc (BRG),1
Conoco Plans Share Buyback That's Almost 50% of Market Value,1
Materials Up As Investors Hedge On Pandemic Outlook -- Materials Roundup #economy #MarketScreener… https://t.co/lEkrDPdD4c,1
$PSTV woke up. Former runner with just 3.7M shares float. Short-squeeze candidate.,1
Taco Bell parent Yum Brands downgraded to neutral from buy at BTIG,0
"Four-week jobless claims average falls 3,000 to 211,750",1
GBP/USD Price Forecast – British Pound Rallies After Election Results,1
JUST IN: The S&P 500 rallies 7% to its highest since March 13 https://t.co/RyoffM2Sy1 https://t.co/hv9Lphk30E,1
Fed policymakers working to limit damage as pandemic puts U.S. economy on pause https://t.co/QwCihVGWly https://t.co/ZRbeFgfAdo,0
"Monte Paschi Misses Full-Year Income Target, May Cut Costs More",0
$CMTL - Comtech +18.5% after $9M Army order https://t.co/8mXFWsczTZ,1
"Qatar, the world's biggest supplier of liquefied natural gas, plans to boost output capacity by almost two thirds https://t.co/D8XYpUKFl6",1
58.com +3.5% after upside Q3,1
GameStop plunges more than 17% after missing on EPS and revenue expectations and reporting comp sales down 23.2% vs… https://t.co/SpeK3NOuTF,0
Consumer Insolvencies Approach Record in Debt-Weary Canada,0
The largest hedge fund in the world has reportedly staked more than $1 billion that global equity markets will fall… https://t.co/mUWzntmzdg,0
JUST RELEASED: Oil Price Dynamics Report Oil prices rose over the past week owing to decreased supply.… https://t.co/7jbfqZG2tJ,1
Boston Scientific $BSX more bullish flow with 5000 May $30 puts being sold $0.72 and the August $40 calls bought $1.30,1
"Hedge Funds Have Never Been This Bullish On Paysign, Inc. (PAYS)",1
Silver Weekly Price Forecast – Silver Markets Drop Significantly,0
Nasdaq Composite retreats 0.5% at the start of trade,0
Tinyclues Announces Major Growth in 2019,1
"As the coronavirus crisis persists, economic optimism among voters in critical 2020 swing states is deteriorating s… https://t.co/nlBu1etIew",0
$EBAY (+4.5% pre) EBay Nears Deal to Sell StubHub to Viagogo for Roughly $4 Billion - WSJ  https://t.co/q2yt7uxGo7,1
Ebay shares jump 3% premarket,1
Q4 sales of Alnylam's Onpattro up 361%,1
"S&P 500, Nasdaq notch records to end the week as market weighs merits of limited China trade-deal",1
Soybeans are snapping out of a slump as officials signal optimism that the U.S. and China will reach a trade deal https://t.co/yWj1Vk8MPO,1
"Malibu Boats EPS beats by $0.25, beats on revenue",1
"EIA forecasts U.S. shale oil output to climb by 49,000 barrels a day in December",0
$BB keeps going higher on volume.,1
CymaBat halts trial of seladelpar; shares dip 4%,0
"Delta has decided to temporarily suspend all flights from the US to China from February 6 through April 30, due to... https://t.co/vJLfdbPhvV",0
"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays https://t.co/1xx084l36h",1
Costco quarterly revenue misses estimates on weak e-commerce growth,0
Markets rocket back up - POLITICO $SPY https://t.co/C1c55w0G4H,1
Disney+ faces backlash over 'The Simpsons' aspect ratio,0
Russia backs OPEC+ oil output cuts,1
"Total beats quarterly forecasts despite low oil price, lifts payout",1
Teekay Tankers upped two notches to Buy at BAML,1
Nasdaq Composite hits intraday record,1
"Just when it seemed like things couldn't get worse for Tesla after the botched unveiling of its Cybertruck, the int… https://t.co/VwpJZ2lDpg",0
New York City may ban flavored vapes as soon as next week https://t.co/WmRxcb4InQ via @guardian https://t.co/jifPXgr6gm,0
ArcelorMittal sees 2020 steel pick-up as debt hits low,1
Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,1
Unilever : Recalls Some Lipton and Knorr Products Due to a Poultry Supplier's Recall #Unilever #Stock… https://t.co/FxpwjQYkXh,0
European stocks decline amid weak data and coronavirus concerns,0
Hedge Funds Are Betting On Bellicum Pharmaceuticals Inc (BLCM),1
"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",1
South Africa could fall deeper into junk territory after S&P cut the outlook on its assessment of the nation’s debt… https://t.co/ej4julbme6,0
Argentine bonds surge after investors call Buenos Aires' bluff https://t.co/8w8FnunayA https://t.co/xvKTwFvYiw,1
$CAT - Caterpillar sees more weak demand ahead as firms defer capital decisions https://t.co/CzAxE8TDL1,0
Canopy Growth up 6% as BofA buys the dip,1
Stock Market Update: Nasdaq More Than Doubles Percentage Gains In S&P 500,1
"Hedge Funds Are Souring On Compass Minerals International, Inc. (CMP)",0
"Cooperstown, New York among the many tourism-dependent small towns bracing for a hard year https://t.co/J69DLkDrQl",0
$GCI - Gannett +57% after firing off poison pill https://t.co/n0FIGLJWuh,1
$T - Irrational Market Drops AT&T Because Of Its Most Promising Business. https://t.co/SR7Qd4SEk8 #investing #business #economy,0
"The Brink's EPS misses by $0.05, misses on revenue",0
"$LEVI - Levi Strauss EPS beats by $0.05, beats on revenue https://t.co/UfIyY92vC5",1
Ealing’s downturn hits high-priced houses https://t.co/WLEnqLdOf1,0
Societe Generale's Subadra Rajappa is concerned treasury yields could quickly snap back https://t.co/tGVmttl7GD… https://t.co/rrreeGl5tw,0
Stock Market Update: Wholesale inventories decline in December,1
⚡️ Wind speeds are up globally. That's good news for renewable energy. https://t.co/loLhTI7Sgs,1
Onto Innovation stock price target raised to $50 from $40 at Benchmark,1
Nike Warns Coronavirus Is Presuring Sales in China,0
$TRGP rising late w/ another 800 Jan $37 calls trading,1
Buy-the-Dip Becomes Buy Into Strength As Reports Of Virus Treatment Provide New Boost,1
"Restaurant Brands Int'l tops Q4 estimates, but company not ""clucking"" on all    cylinders (QSR) https://t.co/wcig05Vmy3 $QSR",1
The Medicines Company up 26% premarket on rumored Novartis interest,1
"Wells Fargo analyst Dori Kesten lifted her rating on Marriott $MAR to overweight, noting that the hotel chain's sha… https://t.co/9TLXzYZjUs",1
"Apple is worth more than the entire S&P 500 Energy index combined, including industry titans like Exxon and Chevron https://t.co/cyNKFPF2A4",1
"$ACM - AECOM: Given Disappointing Earnings And No M&A News, ACM Is A Trading Sell. https://t.co/0QlOr3sV7h #stockmarket #markets #stocks",0
Prospects for Aurora Cannabis Stock Look Grim,0
Analysts question Silicon Motion's margin outlook,0
Papa John’s founder John Schnatter has filed a lawsuit against an advertising firm and its parent company related t… https://t.co/YSuMfyA7cM,0
"$JEC: Jacobs beats by $0.17, beats on revs; initiates $250 mln accelerated share repurchase program, offers FY20... https://t.co/ZxgIFkvjsk",1
Probability of a recession pretty low: strategist,1
"Airtel, Vodafone Idea jump on price hikes announcement",1
TJX Q3 Marmaxx same-store sales up 4%; FactSet consensus up 2.3%,1
"European car sales up 8.6% in Oct, driven by VW rebound - ACEA",1
$WW heavy....,1
$PYPL - Coronavirus Won't Hinder PayPal's Growth. https://t.co/otU9OQBn9o #economy #business #stockmarket,1
"Stocks have given back most of their gains, and the Nasdaq has turned negative https://t.co/sXyTbUf0jW",0
Oil trades at 3-month low https://t.co/6F8tuUZLyb,0
"Steris EPS beats by $0.03, beats on revenue",1
$RTTR buying this dip,1
Indian sugar exports poised to hit record 5 million tonnes this year,1
EUR/USD: COVID-19 Could Tip Currency Below Parity. https://t.co/OUdgJh04rd #economy #trading #investing,0
CPI Inflation Surges To 5.54% In November,0
$LJPC - La Jolla Pharma to reassess development of LJPC-401 https://t.co/sJITlHYGuz,0
Goldman partner embroiled in 1MDB scandal exits bank - FT https://t.co/uiXjEqyc6e https://t.co/cV1UlIMIB4,0
Nvidia +3.7% as RBC sees earnings upside,1
Mexican Economy Stagnated in Third Quarter #economy #MarketScreener https://t.co/tIiIpe0xGG https://t.co/GgsUtNYmc3,0
Broadcom +2% after Street-high target,1
"Brighthouse Financial EPS beats by $0.27, beats on revenue",1
Citi reels in PT on Nu Skin,1
New York joins states suing e-cigarette maker Juul,0
"$TSLA (+3.7% pre) Elon Musk Says Cybertruck Orders Have Climbed to 200,000 - BBG https://t.co/27E98n1toL",1
$WTER - Alkaline Water misses on revenue https://t.co/FKdcGbqdNN,0
Stock Market Update: Edgewell Personal Care spikes after earnings,1
$CHFS red to green type move soon.,1
"Hedge Funds Have Never Been This Bullish On Cedar Fair, L.P. (FUN)",1
"The rally is running out of steam, and for good reason https://t.co/7UTw0Uh3WV",0
U.S. weekly active oil-rig count edges up by 1 to 676: Baker Hughes,1
"The last time Chinese stocks performed this poorly, the country was in the middle of a massive market meltdown https://t.co/Kzt3Uj0m4Y",0
"Yellen Blames ""Enormous Debt And Buybacks"" For Coming Default Wave; Morgan Stanley Says It's All The Fed's Fault  https://t.co/Ed0jVBpmhZ",0
"Our December Snapshot was fairly positive. Payroll employment increased, the #unemployment rate fell and housing ma… https://t.co/OWRMZhdyGy",1
$RNWK - RealNetworks CEO Rob Glaser to invest into the Company; shares +12% https://t.co/siiVT5GEvh,1
3M's stock surge is leading the Dow to a more than 300 point gain at midday https://t.co/iHWlJDupuJ,1
Why Kroger Could Deliver Stock Price Growth,1
Aggressive Fed boost fails to stop sell-off #Samp;P500 #economy #MarketScreener https://t.co/p8lniQQTZt https://t.co/VsHuUI8mgj,0
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,0
Hong Kong stocks slip as whistle-blower doctor dies of virus,0
Scorpio Tankers' Bugbee buys 2K call option contracts for $450K,1
$CIEN - Ciena's Drivers Help Offset Some Of The Covid-19 Uncertainty. https://t.co/80DZBMHNUy #economy #stockmarket #stocks,1
"Philippine Stocks May Pick Up Into Year-End on Profits, GDP",1
"S&P, NASDAQ Reach New Closing Highs on 3rd Day of Rally",1
"These stocks could get a boost from the millions working from home, traders say. (via @TradingNation)… https://t.co/ToPfG4ZBlo",1
Stock Market Update: NAHB Housing Market Index ticks down in November,0
UPDATE 2-China's Pinduoduo posts bigger loss as costs surge; shares tumble,0
WeWork’s Path to Survival Is Narrow and Perilous,0
Uber stock price target raised to $52 from $50 at Wedbush,1
Owens Corning upgraded at Wells after raising residential insulation prices,1
Oil Jumps After OPEC Agrees To 500Kbpd Production Cut https://t.co/tP6Uw4Fc46,1
$hdge shorts getting killed today  https://t.co/EeN0kh6baB,1
$TAL - TAL Education -23% after fraud disclosure https://t.co/rj4urxOYLD,0
"$LEVI: Levi Strauss beats by $0.05, beats on revs https://t.co/UVVXSs6w1S",1
"All major indexes finished the day in the green, as the number of new coronavirus cases in the U.S. appeared to slo… https://t.co/Y8vffZuRWl",1
"$FNJN 'Finjan wins IPR patent trial as the PTAB rules that Juniper Networks failed to prove that Finjan '844 ""Downl… https://t.co/wlOmfcLSK3",1
"$USO $OIL $UWT - U.S. crude supply rose 6M barrels last week, API says https://t.co/0Qf1RRQIfp",0
Deutsche Bank sues over $1.6 billion in claims against Bernard Madoff’s bankrupt investment advisory business https://t.co/0AuOETdUyR,0
Gold prices slip after hitting more-than-6-year high https://t.co/HgKNB8gzdm,0
Dow briefly flips into negative territory as opening stock gains slip,0
Jet fuel demand takes a hit as coronavirus leads to travel restrictions https://t.co/F56Q9FWr8E,0
"Banks settle Fannie, Freddie bond-rigging suit for $337M",1
Visa R&D Arm Develops a Blockchain System That Could Replace Financial Data Aggregators,1
"Yandex authorizes share repurchase program, shares up 6% premarket",1
Kemper Reports Strong Fourth Quarter and Full Year 2019 Operating Results,1
TSB to axe at least 15% of branches in cost-cutting drive https://t.co/8c17g12zuC,0
$AMRN getting the move over 23 now  will want to see this hold by days end,1
$CGC (+3.7% pre) Canopy Growth (CGC) Announces Health Canada Licence for State-Of-The-Art Beverage Facility - SI  https://t.co/ipwGAQXP9O,1
Amazon sues over loss of Pentagon cloud deal to Microsoft https://t.co/8V4JiazrzH via @business https://t.co/sI3cF5Guz4,0
Fourth-quarter U.S. productivity rises 1.4%,1
Ameritrade shares ascend toward multimonth high and Schwab dips on deal news,1
Hedge Funds Aren’t Crazy About Ladder Capital Corp (LADR) Anymore,0
"La Jolla shares fall on CEO departure, clinical trial results",0
Market Volatility Bulletin: Stocks Get A Reprieve With Yet Another 5%+ Up Day. https://t.co/pLO1a4mtB9 #finance #economy #markets,1
"iMedia Brands EPS misses by $0.03, misses on revenue",0
Jabil stock price target raised to $47 from $36 at CFRA,1
Hexo stock price target cut to C$5 from C$6 at MKM Partners,0
"KUDLOW: NO PLANS FOR CHINA, U.S. LEADERS TO MEET AT PRESENT  Tariff deadline is in 9 days",0
Ansys stock price target raised to $265 from $235 at Benchmark,1
Atlanta Fed hikes Q4 GDP estimate,1
$ECONX: November Nonfarm Private Payrolls 254K vs 175K https://t.co/M9gpUZQoF7 consensus https://t.co/fav5NvyRH3,1
Fed Report : Small-Business Sector Highly Vulnerable to Coronavirus Crisis--Update #FedReport #economy… https://t.co/AjGZqiRl5b,0
Zscaler +2.6% on new bull ahead of earnings,1
EURUSD remains below broken swing area - ForexLive,0
E-Commerce retail sales up 5% Q/Q,1
$OPGN ripping higher. Agressive buyers now. Could squeeze into the close.... very nice.,1
"Urban Outfitters shares plunge on profit, sales miss",0
"UBER, NLOK among premarket gainers",1
"Even After Its Latest Moves, Chesapeake Energy Stock Is Still Too Risky",0
New York State AG investigating WeWork,0
".@GitaGopinath: #COVID19 has pushed the world into recession. For 2020, the economic impact of COVID-19 will be wor… https://t.co/5zRk5aEX3G",0
TJX sees Q4 same-store sales up 2%-up 3%; FactSet consensus up 2.7%,1
Canada’s Labor Market Picks Up Steam for Second Month,1
O'Reilly Automotive stock price target cut to $405 from $415 at J.P. Morgan,0
Investors are betting China's central bank will follow others in unleashing large-scale monetary stimulus https://t.co/kNfwSTB88U,1
Exxon and Chevron posted the weakest results in years because of disappointing results in almost all of their busin... https://t.co/GVVcZxePU3,0
$SQ - Square's Stock May Retest Its Recent Lows. https://t.co/1hlns1ZopL #trading #stockmarket #markets,0
Uber co-founder Travis Kalanick has sold $1.5 billion worth of the company's stock this month https://t.co/ZLtMcVtFcp,0
Investors Who Bought GlobalSCAPE (NYSEMKT:GSB) Shares Five Years Ago Are Now Up 302%,1
Funko's stock plunges 39% premarket toward near 2-yr. low after Q4 warning late Wednesday,0
U.K. labor market freezes during Brexit and election uncertainty https://t.co/CXASj1Hyna,0
"Stocks near record highs, pound wavers before election result",1
$IWM back above 8 EMA. Closing matters.. https://t.co/1aDgHnJKPx,1
OPINION: Why did markets shrug off Boris Johnson's hospitalization? Because of robust confidence in U.K.'s parliame… https://t.co/yBTZY2BnGa,1
$EGRX - Eagle Pharma set to refile Ryanodex NDA; shares ahead 5% https://t.co/7mTlIJa4w1,1
"CN Rail Strike Begins in Threat to Canadian Oil, Grain Cargo",0
$BLPH - Bellerophon Therapeutics EPS misses by $0.33 https://t.co/foAfyMnyra,0
"Medtronic EPS beats by $0.03, beats on revenue",1
HollyFrontier raises dividend by 6% to 35 cents a share,1
"Life Is Good, Say 90% of Americans",1
Shareholder Investigation Alert: Halper Sadeh LLP Investigates Whether the Sale of These Companies is Fair to Share… https://t.co/GoZXvE70O2,0
Collegium launches convertible debt offering; shares down 10%,0
"Macy’s Hit With Malware Attack, Customer Data Stolen",0
"$BIMI - BOQI Medical latest to capture coronavirus money flow, up 44% https://t.co/bAQX4nKz2g",1
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,1
Target stock heads toward record after hiking profit guidance,1
Canada Goose Drops After Cutting Forecast on Drag From Virus,0
$CPHI big buy block.,1
This economic trend could revive recession fears,0
Australia's Westpac accused of 23 million money laundering breaches,0
"Americans are increasingly worried about losing their jobs and expect to curb their growth in spending, according t… https://t.co/mcMHW1AzyL",0
Nintendo Switch Shipments to Japan Delayed by Coronavirus,0
CORRECT: Tapestry Q2 Coach sales up 2% to $1.27 bln; FactSet consensus $1.26 bln,1
"Most-active gold futures jumped 6.6% to $1,671.20 a troy ounce in New York. Silver, platinum and palladium all rose… https://t.co/aDRGg4L1ya",1
Amazon files suit protesting Microsoft's JEDI cloud contract with Pentagon https://t.co/BKm8VNsADQ,0
$CETX anyone? It seems to be making a bottom. Company announced recently 500% Increase in New Orders for Developmen… https://t.co/UbJepuhDtQ,1
White House adviser says UK's 5G actions won't hinder trade deal,1
RYB Education EPS misses by $0.01,0
WeWork set to lay off thousands - NYT,0
Small-Company Stocks Have Been Lagging the Market. Here's Why That Could Change Soon - MONEY,1
Sanofi Sees Profit Rising in 2020,1
Boeing supplier Spirit slashes dividend due to 737 MAX crisis,0
"For the global oil market, the coronavirus epidemic couldn't have hit a worse place https://t.co/qorAXCKzcT",0
$ADMP - Adamis Pharma -61% on FDA's Zimhi rejection https://t.co/JgCdMtpiZO,0
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,1
"Global growth could slow by 1% if the coronavirus outbreak continues, Blackstone's Byron Wien says.... https://t.co/SfG4QEayRp",0
$OLLI - Ollie's higher after earnings topper https://t.co/0kWQfm6beU,1
$HSC - Harsco Q1 adjusted EBITDA to be above expectations https://t.co/OWUUn34GRf,1
Glu Mobile Inc. (GLUU) Sinks -2.71% Today: Breaking Down The Root Causes - Find News,0
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,1
Wall Street slips from record highs after jobs report,0
"Dunkin' Brands Group EPS beats by $0.03,  revenue in-line",1
"$SUMRX: Asian Markets Close: Nikkei +2.0%, Hang Seng +2.1%, Shanghai +2.1% https://t.co/36MDQpNDxz",1
NLight target raised on Nutronics deal,1
$KHC - Kraft Heinz: Why Dividend Investors Should Not Buy. Subscribe to Seeking Alpha for more:… https://t.co/Fnb5acbvsO,0
"Honda raises profit forecast, sticks to Wuhan plant closure schedule",1
"Dow opens about 13 points, less than 0.1%, lower",0
Bristol-Myers' Opdivo + Yervoy disappoints in melanoma study,0
VIVUS up 8% premarket on positive Qsymia effect in binge-eating disorder,1
$ARWR - Arrowhead Pharma up 5% after Medicines Co. sale https://t.co/jT9j7V6AdL,1
Estee Lauder Q2 sales $4.62 bln vs. $4.01 bln; FactSet consensus $4.35 bln,1
"Netflix shares have soared nearly 4,100% since the end of 2009 https://t.co/DxuMrqVrlT https://t.co/DxuMrqVrlT, https://t.co/8bEfhO2fsn",1
Hecla's Fourth Quarter Continues a Strong Second Half Of 2019,1
$GM - GM loses a bull https://t.co/tdUfG5HbXy,0
Kellogg -6% after profit outlook disappoints,0
Aramco indicative share price up slightly to 37 riyals,1
$AYX - Alteryx Stock Price: More Downside Before Taking Off. Continue reading: https://t.co/RR0zn7EgmY #business #investing #economy,0
Natural gas futures tumble 5% and are poised to close at a nearly 4-year low,0
"Very Optimistic About 2020, Says Bank Albilad CEO",1
"Hedge Funds Have Never Been This Bullish On HarborOne Bancorp, Inc. (HONE)",1
Sterling rallies as Tories unite behind Brexit plan,1
U.S. wholesale inventories drop 0.2% in December,0
Vitasoy International Holdings Limited Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0
Futures dip from all-time highs,0
Sales of Latin American oil cargoes to China have ground to a halt this week https://t.co/fTXzryY9Wf,0
Kenya GDP growth to drop to 3% or less in 2020 due to novel coronavirus - finance minister #economy #MarketScreener… https://t.co/o7Zmwn9GT6,0
Hedge Funds Have Never Been More Bullish On RadNet Inc. (RDNT),1
China’s Banks Are Going to Suffer. But Not Equally,0
Knowles Corporation Just Missed EPS By 14%: Here's What Analysts Think Will Happen Next,0
Imagination TV announces new share buyback program,1
$AMRN - Amarin Corportion Plc: Now Compelling On Ex-U.S. Opportunity And Potential Barriers To Generic Competition.… https://t.co/NSLfgDnrDq,1
"The British pound hit two-and-a-half year highs, on growing confidence that next week's UK election will give the C… https://t.co/8K4H1cTm9i",1
What went wrong at Tesla's Cybertruck launch? Hear from Bloomberg's Ed Ludlow @EdLudlow who was there https://t.co/chEHrylNx7,0
"HK shares end at 1-week high on stimulus prospects, Alibaba boost",1
"VKTX, JKS among premarket gainer",1
Stocks wobble in early trade; energy pulls back,0
$WORK (+1.4% pre) Slack (WORK) Prices Upsized Offering of $750 Million 0.50% Convertible Senior Notes due 2025 - SI  https://t.co/JdcEO6T5YW,1
Baird bullish on beat-up Canada Goose,1
$OVV - Ovintiv: Anticipating A Dividend Cut. https://t.co/iVzfRgmEEj #stocks #finance #trading         ,0
Hedge Funds Are Selling AMERCO (UHAL),0
Gasoline futures tumbled 17% to touch 50 cents a gallon for the first time since 2001 https://t.co/VesDJKIBVZ,0
"$SPY strong breakout of tight setup on volume. Above 6wk desc tl, last week's high, & ma's. C&H breakout. Higher hi… https://t.co/jlcQjmopO9",1
U.S. productivity rises in fourth quarter,1
BTC $SPLK next week 134 puts,0
This week in Trumponomics: 'Phase one' fizzles https://t.co/D9rtXUJXsB by @rickjnewman https://t.co/3kO62Lsqdf,0
Electronic Arts Breaks Down a Record Quarter,1
"FDA Approves Sarepta's Second DMD Drug, Analyst Projects $500M-Plus Opportunity",1
$RNG - RingCentral: 40%+ Downside Due To Covid 19 Market Share Losses. https://t.co/X0hJzUMTD8 #stockmarket #finance #economy,0
SNWV: U.S. Roll-Out May Be Stronger Than Previously Anticipated,1
McDonald's could sell over 250 million Beyond Meat burgers in U.S. annually: UBS https://t.co/MzJGYLg3yr https://t.co/xutRTYhqcI,1
Dow futures pare gains as Home Depot's stock sinks 5% after third-quarter earnings,0
"BrightSphere Investment EPS beats by $0.06, beats on revenue",1
Twitter users explain why Kohl's stock just got obliterated after reporting earnings https://t.co/RnxmSz4Au1 by… https://t.co/F7B1rYCmPf,0
PS Business Parks downgraded to underweight from sector weight at KeyBanc Capital,0
$FIZZ - National Beverage +4% as analysts keep scrambling https://t.co/JoctxfxaLB,1
"World trade to remain below trend as tensions continue, WTO says",0
Welltower stock price target cut to $90 from $95 at J.P. Morgan,0
Hedge Funds Are Betting On Mercantile Bank Corporation (MBWM),1
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,0
ScalpTrader's recent $LADR swing long ripped higher for a +120% gain in just a few hours. Learn more and… https://t.co/RU5shf8NuT,1
Costco shares fall 1.9% as analysts view latest quarter as good but not stellar,0
Chain store sales fall back from recent pace,0
"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",1
IMX hits seven-year low in March https://t.co/z3cDZJziHG,0
Communications Services Up As Investors Hedge On Media Industry's Prospects -- Communications Services Roundup… https://t.co/CRrZpS1Jqt,1
"$MYO $YTEN - BHVN, JE among premarket losers https://t.co/a4N8cG2Jq6",0
$VRNS - Varonis -6% on wider-than-expected loss forecast https://t.co/bI9ePk3ikY,0
Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices. https://t.co/d0VIc2DVca #finance #markets #trading,0
Copper Buyers Call Force Majeure Amid China's Efforts To Control Coronavirus Outbreak. https://t.co/PwX6DOz94q… https://t.co/8USCGeqPSA,1
WestRock upgraded to buy from neutral at BofA Merrill Lynch,1
"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atte… https://t.co/8uiVDNWl5b",0
Hedge Funds Have Never Been More Bullish On City Office REIT Inc (CIO),1
Oil lower but trims early loss as report on China trade talks sparks fresh hope https://t.co/t6v2CMBAze,1
Tyson Foods Q1 adj. EPS $1.66 vs. $1.58 a year ago; FactSet consensus $1.63,1
"In a sharply worded letter, HP told Xerox it has “significant concerns about both the near-term health and long-ter… https://t.co/xYlMfujdGg",0
Stocks start with solid gains; tech a strong early leader,1
$USO $UNG $UGAZ - U.S. rig count trimmed by 2 in Baker Hughes survey https://t.co/JE6InmMQqL,1
"First Bancorp increases dividend, boosts stock buyback program",1
Yum Brands -3% after profit miss,0
"FAA predicted Boeing 737 Max, facing more delays, would crash 15 times over its lifetime https://t.co/rehAx6OJWy vi… https://t.co/JhJAStsIJG",0
TJX's stock falls 1.3% premarket ahead of Q3 results,0
"Kemet EPS beats by $0.10, beats on revenue",1
Futures higher ahead of more Q3 results,1
Fintech company Bill.com surges more than 60% in market debut,1
Unilever Plunges 8% After Disappointing Guidance Update,0
Kudlow sees no signs U.S. economy is nearing end of the cycle,1
Needham's Martin Defends Her Prediction That Netflix Subscriptions Will Fall,0
"WWE's stock plunges toward 21-month low after sales miss, 'considerable uncertainty' in outlook",0
Hedge Funds Have Never Been This Bullish On Cathay General Bancorp (CATY),1
Nuvasive upgraded to outperform vs market perform at Leerink,1
"The Corticeira Amorim S.G.P.S (ELI:COR) Share Price Has Gained 224%, So Why Not Pay It Some Attention?",1
$WRI: Compass Point ups to Buy,1
$JE - Just Energy reports lower than expected Q3 Base EBITDA and free cash flow; revises 2020 guidance https://t.co/JT06Kd3sDQ,0
$ANCUF: BMO Capital Markets ups to Outperform,1
"Euro Slumps to 4-Month Low Amid Weaker Data, Virus Fallout Fears",0
Indonesia Files WTO Lawsuit Against EU Over Palm Oil Limits,0
Kaleido Bio up 11% on advancement of KB174,1
Protests over pensions show reform is needed https://t.co/VPFciUVjqY,0
$LLNW: Limelight Networks issues in-line 2020 guidance https://t.co/EkPmoLUAxU,1
Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,0
$SGEN - Seattle Genetics earns drug approval in Canada https://t.co/Q1co2SGurS,1
"$MNK - Mallinckrodt inks debt exchange deal, but pays the price; shares up 20% https://t.co/vduXs29Vdq",1
"U.S. added 266,000 jobs in November, the biggest jump in ten months, despite a slump in the manufacturing sector an… https://t.co/5zc4fKP01f",1
And a big thanks to @carlquintanilla on catching the market typo to end them all:  - Dow 654.01 points  - Nasdaq up… https://t.co/SHXdy0pMc1,1
Increase in October sales raised to 0.4% from 0.3%,1
